Terminator 2: Judgment Day 	1991	action,sci_fi,thriller
Dances with Wolves 	1990	adventure,drama,western
Silence of the Lambs, The 	1991	drama,thriller
Snow White and the Seven Dwarfs 	1937	animation,children,musical
Fargo 	1997	crime,drama,thriller
Heavy Metal 	1981	action,adventure,animation,horror,sci_fi
Aristocats, The 	1970	animation,children
All Dogs Go to Heaven 2 	1996	animation,children,musical
Theodore Rex 	1996	comedy
Sgt. Bilko 	1996	comedy
Diabolique 	1996	drama,thriller
Moll Flanders 	1996	drama
Kids in the Hall: Brain Candy 	1996	comedy
Mystery Science Theater 3000: The Movie 	1996	comedy,sci_fi
Operation Dumbo Drop 	1995	action,adventure,comedy,war
Truth About Cats & Dogs, The 	1996	comedy,romance
Flipper 	1996	adventure,children
Horseman on the Roof, The 	1996	drama
Wallace & Gromit: The Best of Aardman Animation 	1996	animation
Haunted World of Edward D. Wood Jr., The 	1996	documentary
Cold Comfort Farm 	1996	comedy
Rock, The 	1996	action,adventure,thriller
Twister 	1996	action,adventure,thriller
Maya Lin: A Strong Clear Vision 	1994	documentary
Striptease 	1996	comedy,crime
Independence Day 	1996	action,sci_fi,war
Cable Guy, The 	1996	comedy
Frighteners, The 	1996	comedy,horror
Lone Star 	1996	drama,mystery
Phenomenon 	1996	drama,romance
Spitfire Grill, The 	1996	drama
Godfather, The 	1972	action,crime,drama
Supercop 	1996	action,thriller
Bound 	1996	crime,drama,romance,thriller
Kansas City 	1996	crime
Breakfast at Tiffany's 	1961	drama,romance
Wizard of Oz, The 	1939	adventure,children,drama,musical
Gone with the Wind 	1939	drama,romance,war
Citizen Kane 	1941	drama
2001: A Space Odyssey 	1968	drama,mystery,sci_fi,thriller
Mr. Smith Goes to Washington 	1939	drama
Big Night 	1996	drama
D3: The Mighty Ducks 	1996	children,comedy
Love Bug, The 	1969	children,comedy
Homeward Bound: The Incredible Journey 	1993	adventure,children
20,000 Leagues Under the Sea 	1954	adventure,children,fantasy,sci_fi
Bedknobs and Broomsticks 	1971	adventure,children,musical
Sound of Music, The 	1965	musical
Die Hard 	1988	action,thriller
Lawnmower Man, The 	1992	action,sci_fi,thriller
Unhook the Stars 	1996	drama
Long Kiss Goodnight, The 	1996	action,thriller
Ghost and the Darkness, The 	1996	action,adventure
Jude 	1996	drama
Swingers 	1996	comedy,drama
Willy Wonka and the Chocolate Factory 	1971	adventure,children,comedy
Sleeper 	1973	comedy,sci_fi
Fish Called Wanda, A 	1988	comedy
Monty Python's Life of Brian 	1979	comedy
Dirty Dancing 	1987	musical,romance
Reservoir Dogs 	1992	crime,thriller
Platoon 	1986	drama,war
Weekend at Bernie's 	1989	comedy
Basic Instinct 	1992	mystery,thriller
Glengarry Glen Ross 	1992	drama
Top Gun 	1986	action,romance
On Golden Pond 	1981	drama
Return of the Pink Panther, The 	1974	comedy
Abyss, The 	1989	action,adventure,sci_fi,thriller
Jean de Florette 	1986	drama
Manon of the Spring 	1986	drama
Private Benjamin 	1980	comedy
Monty Python and the Holy Grail 	1974	comedy
Wrong Trousers, The 	1993	animation,comedy
Cinema Paradiso 	1988	comedy,drama,romance
Delicatessen 	1991	comedy,sci_fi
Empire Strikes Back, The 	1980	action,adventure,drama,romance,sci_fi,war
Princess Bride, The 	1987	action,adventure,comedy,romance
Raiders of the Lost Ark 	1981	action,adventure
Brazil 	1985	sci_fi
Aliens 	1986	action,sci_fi,thriller,war
Good, The Bad and The Ugly, The 	1966	action,western
12 Angry Men 	1957	drama
Clockwork Orange, A 	1971	sci_fi
Apocalypse Now 	1979	drama,war
Return of the Jedi 	1997	action,adventure,romance,sci_fi,war
GoodFellas 	1990	crime,drama
Alien 	1979	action,horror,sci_fi,thriller
Army of Darkness 	1993	action,adventure,comedy,horror,sci_fi
Psycho 	1960	horror,romance,thriller
Blues Brothers, The 	1980	action,comedy,musical
Godfather: Part II, The 	1974	action,crime,drama
Full Metal Jacket 	1987	action,drama,war
Grand Day Out, A 	1992	animation,comedy
Henry V 	1989	drama,war
Amadeus 	1984	drama,mystery
Raging Bull 	1980	drama
Right Stuff, The 	1983	drama
Sting, The 	1973	comedy,crime
Terminator, The 	1984	action,sci_fi,thriller
Dead Poets Society 	1989	drama
Graduate, The 	1967	drama,romance
Nikita 	1990	thriller
Bridge on the River Kwai, The 	1957	drama,war
Shining, The 	1980	horror
Evil Dead II 	1987	action,adventure,comedy,horror
Groundhog Day 	1993	comedy,romance
Unforgiven 	1992	western
Back to the Future 	1985	comedy,sci_fi
Patton 	1970	drama,war
Akira 	1988	adventure,animation,sci_fi,thriller
Cyrano de Bergerac 	1990	action,drama,romance
Young Frankenstein 	1974	comedy,horror
This Is Spinal Tap 	1984	comedy,drama,musical
Indiana Jones and the Last Crusade 	1989	action,adventure
M*A*S*H 	1970	comedy,war
Unbearable Lightness of Being, The 	1988	drama
Room with a View, A 	1986	drama,romance
Pink Floyd - The Wall 	1982	drama,musical,war
Field of Dreams 	1989	drama
When Harry Met Sally... 	1989	comedy,romance
Bram Stoker's Dracula 	1992	horror,romance
Cape Fear 	1991	thriller
Nightmare on Elm Street, A 	1984	horror
Mirror Has Two Faces, The 	1996	comedy,romance
Breaking the Waves 	1996	drama
Star Trek: First Contact 	1996	action,adventure,sci_fi
Sling Blade 	1996	drama,thriller
Ridicule 	1996	drama
101 Dalmatians 	1996	children,comedy
Die Hard 2 	1990	action,thriller
Star Trek VI: The Undiscovered Country 	1991	action,adventure,sci_fi
Star Trek: The Wrath of Khan 	1982	action,adventure,sci_fi
Star Trek III: The Search for Spock 	1984	action,adventure,sci_fi
Star Trek IV: The Voyage Home 	1986	action,adventure,sci_fi
Batman Returns 	1992	action,adventure,comedy,crime
Young Guns 	1988	action,comedy,western
Under Siege 	1992	action
Jaws 	1975	action,horror
Mars Attacks! 	1996	action,comedy,sci_fi,war
Citizen Ruth 	1996	comedy,drama
Jerry Maguire 	1996	drama,romance
Raising Arizona 	1987	comedy
Sneakers 	1992	crime,drama,sci_fi
Beavis and Butt-head Do America 	1996	animation,comedy
Last of the Mohicans, The 	1992	action,romance,war
Kolya 	1997	comedy
Jungle2Jungle 	1997	children,comedy
Smilla's Sense of Snow 	1997	action,drama,thriller
Devil's Own, The 	1997	action,drama,thriller,war
Chasing Amy 	1997	drama,romance
Turbo: A Power Rangers Movie 	1997	action,adventure,children
Grosse Pointe Blank 	1997	comedy,crime
Austin Powers: International Man of Mystery 	1997	comedy
Fifth Element, The 	1997	action,sci_fi
Shall We Dance? 	1997	comedy
Lost World: Jurassic Park, The 	1997	action,adventure,sci_fi,thriller
Pillow Book, The 	1997	drama,romance
Batman & Robin 	1997	action,adventure,crime
My Best Friend's Wedding 	1997	comedy,romance
When the Cats Away 	1997	comedy,romance
Men in Black 	1997	action,adventure,comedy,sci_fi
Contact 	1997	drama,sci_fi
George of the Jungle 	1997	children,comedy
Event Horizon 	1997	action,mystery,sci_fi,thriller
Air Bud 	1997	children,comedy
In the Company of Men 	1997	drama
Steel 	1997	action
Mimic 	1997	sci_fi,thriller
Hunt for Red October, The 	1990	action,thriller
Kull the Conqueror 	1997	action,adventure
Chasing Amy 	1997	drama,romance
Full Monty, The 	1997	comedy
Gattaca 	1997	drama,sci_fi,thriller
Starship Troopers 	1997	action,adventure,sci_fi,war
Good Will Hunting 	1997	drama
Heat 	1995	action,crime,thriller
Sabrina 	1995	comedy,romance
Sense and Sensibility 	1995	drama,romance
Leaving Las Vegas 	1995	drama,romance
Restoration 	1995	drama
Bed of Roses 	1996	drama,romance
Once Upon a Time... When We Were Colored 	1995	drama
Up Close and Personal 	1996	drama,romance
River Wild, The 	1994	action,thriller
Time to Kill, A 	1996	drama
Emma 	1996	drama,romance
Tin Cup 	1996	comedy,romance
Secrets & Lies 	1996	drama
English Patient, The 	1996	drama,romance,war
Marvin's Room 	1996	drama
Scream 	1996	horror,thriller
Evita 	1996	drama,musical
Fierce Creatures 	1997	comedy
Absolute Power 	1997	mystery,thriller
Rosewood 	1997	drama
Donnie Brasco 	1997	crime,drama
Liar Liar 	1997	comedy
Breakdown 	1997	action,thriller
Promesse, La 	1997	drama
Ulee's Gold 	1997	drama
Face/Off 	1997	action,sci_fi,thriller
Hoodlum 	1997	crime,drama,film_noir
Air Force One 	1997	action,thriller
In & Out 	1997	comedy
L.A. Confidential 	1997	crime,film_noir,mystery,thriller
Ulee's Gold 	1997	drama
Fly Away Home 	1996	adventure,children
Ice Storm, The 	1997	drama
Mrs. Brown 	1997	drama,romance
Devil's Advocate, The 	1997	crime,horror,mystery,thriller
FairyTale: A True Story 	1997	children,drama,fantasy
Deceiver 	1997	crime
Rainmaker, The 	1997	drama
Wings of the Dove, The 	1997	drama,romance,thriller
Midnight in the Garden of Good and Evil 	1997	comedy,crime,drama,mystery
Titanic 	1997	action,drama,romance
3 Ninjas: High Noon At Mega Mountain 	1997	action,children
Apt Pupil 	1998	drama,thriller
As Good As It Gets 	1997	comedy,drama
In the Name of the Father 	1993	drama
Schindler's List 	1993	drama,war
Everyone Says I Love You 	1996	comedy,musical,romance
Paradise Lost: The Child Murders at Robin Hood Hills 	1996	documentary
Mother 	1996	comedy
Murder at 1600 	1997	mystery,thriller
Dante's Peak 	1997	action,thriller
Lost Highway 	1997	mystery
Crash 	1997	drama,thriller
G.I. Jane 	1997	action,drama,war
Cop Land 	1997	crime,drama,mystery
Conspiracy Theory 	1997	action,mystery,romance,thriller
Desperate Measures 	1998	crime,drama,thriller
187 	1997	drama
Edge, The 	1997	adventure,thriller
Kiss the Girls 	1997	crime,drama,thriller
Game, The 	1997	mystery,thriller
U Turn 	1997	action,crime,mystery
How to Be a Player 	1997	comedy
Playing God 	1997	crime,thriller
House of Yes, The 	1997	comedy,drama,thriller
Bean 	1997	comedy
Mad City 	1997	action,drama
Boogie Nights 	1997	drama
Critical Care 	1997	comedy
Man Who Knew Too Little, The 	1997	comedy,mystery
Alien: Resurrection 	1997	action,horror,sci_fi
Apostle, The 	1997	drama
Deconstructing Harry 	1997	comedy,drama
Jackie Brown 	1997	crime,drama
Wag the Dog 	1998	comedy,drama
Desperate Measures 	1998	crime,drama,thriller
Hard Rain 	1998	action,thriller
Fallen 	1998	action,mystery,thriller
Prophecy II, The 	1998	horror
Spice World 	1997	comedy,musical
Deep Rising 	1998	action,horror,sci_fi
Wedding Singer, The 	1998	comedy,romance
Sphere 	1998	adventure,sci_fi,thriller
Client, The 	1994	drama,mystery,thriller
One Flew Over the Cuckoo's Nest 	1975	drama
Spawn 	1997	action,adventure,sci_fi,thriller
Assignment, The 	1997	thriller
Wonderland 	1997	documentary
Incognito 	1997	crime,thriller
Blues Brothers 2000 	1998	action,comedy,musical
Sudden Death 	1995	action
Ace Ventura: When Nature Calls 	1995	comedy
Powder 	1995	drama
Dangerous Minds 	1995	drama
Clueless 	1995	comedy
Bio-Dome 	1996	comedy
Black Sheep 	1996	comedy
Mary Reilly 	1996	drama,thriller
Bridges of Madison County, The 	1996	drama,romance
Jeffrey 	1995	comedy
Judge Dredd 	1995	action,adventure,sci_fi
Mighty Morphin Power Rangers: The Movie 	1995	action,children
Showgirls 	1995	drama
Houseguest 	1994	comedy
Heavyweights 	1994	children,comedy
Miracle on 34th Street 	1994	drama
Tales From the Crypt Presents: Demon Knight 	1995	horror
Star Trek: Generations 	1994	action,adventure,sci_fi
Muriel's Wedding 	1994	comedy,romance
Adventures of Priscilla, Queen of the Desert, The 	1994	comedy,drama
Flintstones, The 	1994	children,comedy
Naked Gun 33 1/3: The Final Insult 	1994	comedy
True Lies 	1994	action,adventure,comedy,romance
Addams Family Values 	1993	comedy
Age of Innocence, The 	1993	drama
Beverly Hills Cop III 	1994	action,comedy
Black Beauty 	1994	adventure,children
Fear of a Black Hat 	1993	comedy
Last Action Hero 	1993	action,comedy
Man Without a Face, The 	1993	drama
Mrs. Doubtfire 	1993	comedy
Radioland Murders 	1994	comedy,mystery,romance
Robin Hood: Men in Tights 	1993	comedy
Serial Mom 	1994	comedy,crime,horror
Striking Distance 	1993	action
Super Mario Bros. 	1993	action,adventure,children,sci_fi
Three Musketeers, The 	1993	action,adventure,comedy
Little Rascals, The 	1994	children,comedy
Brady Bunch Movie, The 	1995	comedy
Ghost 	1990	comedy,romance,thriller
Batman 	1989	action,adventure,crime,drama
Pinocchio 	1940	animation,children
Mission: Impossible 	1996	action,adventure,mystery
Thinner 	1996	horror,thriller
Spy Hard 	1996	comedy
Close Shave, A 	1996	animation,comedy,thriller
Jack 	1996	comedy,drama
Kingpin 	1996	comedy
Nutty Professor, The 	1996	comedy,fantasy,romance,sci_fi
Very Brady Sequel, A 	1996	comedy
Tales from the Crypt Presents: Bordello of Blood 	1996	horror
My Favorite Year 	1982	comedy
Apple Dumpling Gang, The 	1975	children,comedy,western
Old Yeller 	1957	children,drama
Parent Trap, The 	1961	children,drama
Cinderella 	1950	animation,children,musical
Mary Poppins 	1964	children,comedy,musical
Alice in Wonderland 	1951	animation,children,musical
William Shakespeare's Romeo and Juliet 	1996	drama,romance
Aladdin and the King of Thieves 	1996	animation,children,comedy
E.T. the Extra-Terrestrial 	1982	children,drama,fantasy,sci_fi
Children of the Corn: The Gathering 	1996	horror
Bob Roberts 	1992	comedy
Transformers: The Movie, The 	1986	action,animation,children,sci_fi,thriller,war
To Kill a Mockingbird 	1962	drama
Harold and Maude 	1971	comedy
Day the Earth Stood Still, The 	1951	drama,sci_fi
Duck Soup 	1933	comedy,war
Highlander 	1986	action,adventure
Fantasia 	1940	animation,children,musical
Heathers 	1989	comedy
Forbidden Planet 	1956	sci_fi
Butch Cassidy and the Sundance Kid 	1969	action,comedy,western
American Werewolf in London, An 	1981	horror
Amityville 1992: It's About Time 	1992	horror
Amityville 3-D 	1983	horror
Amityville: A New Generation 	1993	horror
Amityville II: The Possession 	1982	horror
Amityville Horror, The 	1979	horror
Amityville Curse, The 	1990	horror
Birds, The 	1963	horror
Blob, The 	1958	horror,sci_fi
Body Snatcher, The 	1945	horror
Burnt Offerings 	1976	horror
Carrie 	1976	horror
Omen, The 	1976	horror
Star Trek: The Motion Picture 	1979	action,adventure,sci_fi
Star Trek V: The Final Frontier 	1989	action,adventure,sci_fi
Grease 	1978	comedy,musical,romance
Jaws 2 	1978	action,horror
Jaws 3-D 	1983	action,horror
Bastard Out of Carolina 	1996	drama
Jackie Chan's First Strike 	1997	action
Beverly Hills Ninja 	1997	action,comedy
Free Willy 3: The Rescue 	1997	adventure,children,drama
Nixon 	1995	drama
Cry, the Beloved Country 	1995	drama
Crossing Guard, The 	1995	drama
Smoke 	1995	drama
Like Water For Chocolate 	1992	drama,romance
Secret of Roan Inish, The 	1994	adventure
Vanya on 42nd Street 	1994	drama
Jungle Book, The 	1994	adventure,children,romance
Red Rock West 	1992	thriller
Bronx Tale, A 	1993	drama
Rudy 	1993	drama
Short Cuts 	1993	drama
Tombstone 	1993	western
Courage Under Fire 	1996	drama,war
Dragonheart 	1996	action,adventure,fantasy
James and the Giant Peach 	1996	animation,children,musical
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 	1963	sci_fi,war
Trainspotting 	1996	drama
First Wives Club, The 	1996	comedy
Matilda 	1996	children,comedy
Philadelphia Story, The 	1940	comedy,romance
Vertigo 	1958	mystery,thriller
North by Northwest 	1959	comedy,thriller
Apartment, The 	1960	comedy,drama
Some Like It Hot 	1959	comedy,crime
Casablanca 	1942	drama,romance,war
Maltese Falcon, The 	1941	film_noir,mystery
My Fair Lady 	1964	musical,romance
Sabrina 	1954	comedy,romance
Roman Holiday 	1953	comedy,romance
Sunset Blvd. 	1950	film_noir
Notorious 	1946	film_noir,romance,thriller
To Catch a Thief 	1955	comedy,romance,thriller
Adventures of Robin Hood, The 	1938	action,adventure
East of Eden 	1955	drama
Thin Man, The 	1934	mystery
His Girl Friday 	1940	comedy
Around the World in 80 Days 	1956	adventure,comedy
It's a Wonderful Life 	1946	drama
Bringing Up Baby 	1938	comedy
African Queen, The 	1951	action,adventure,romance,war
Cat on a Hot Tin Roof 	1958	drama
Fly Away Home 	1996	adventure,children
Dumbo 	1941	animation,children,musical
Bananas 	1971	comedy,war
Candidate, The 	1972	drama
Bonnie and Clyde 	1967	crime,drama
Dial M for Murder 	1954	mystery,thriller
Rebel Without a Cause 	1955	drama
Streetcar Named Desire, A 	1951	drama
People vs. Larry Flynt, The 	1996	drama
My Left Foot 	1989	drama
Magnificent Seven, The 	1954	action,drama,western
Lawrence of Arabia 	1962	adventure,war
Wings of Desire 	1987	comedy,drama,romance
Third Man, The 	1949	mystery,thriller
Annie Hall 	1977	comedy,romance
Boot, Das 	1997	action,drama,war
Local Hero 	1983	comedy
Manhattan 	1979	comedy,drama,romance
Miller's Crossing 	1990	drama
Treasure of the Sierra Madre, The 	1948	adventure
Great Escape, The 	1963	adventure,war
Deer Hunter, The 	1978	drama,war
Down by Law 	1986	comedy,drama
Cool Hand Luke 	1967	comedy,drama
Great Dictator, The 	1940	comedy
Big Sleep, The 	1946	film_noir,mystery
Ben-Hur 	1959	action,adventure,drama
Gandhi 	1982	drama
Killing Fields, The 	1984	drama,war
My Life as a Dog 	1985	drama
Man Who Would Be King, The 	1975	adventure
Shine 	1996	drama,romance
Kama Sutra: A Tale of Love 	1997	romance
Daytrippers, The 	1997	mystery
Traveller 	1997	drama
Addicted to Love 	1997	comedy,romance
Ponette 	1997	drama
My Own Private Idaho 	1991	drama
Anastasia 	1997	animation,children,musical
Mouse Hunt 	1997	children,comedy
Money Train 	1995	action
Mortal Kombat 	1995	action,adventure
Pocahontas 	1995	animation,children,musical,romance
Mis?rables, Les 	1995	drama,musical
Things to Do in Denver when You're Dead 	1996	crime,drama,romance
Vampire in Brooklyn 	1995	comedy,romance
Broken Arrow 	1996	action,thriller
Young Poisoner's Handbook, The 	1996	crime
NeverEnding Story III, The 	1996	children,fantasy
Rob Roy 	1995	drama,romance,war
Die Hard: With a Vengeance 	1995	action,thriller
Lord of Illusions 	1995	horror
Species 	1995	sci_fi
Walk in the Clouds, A 	1995	drama,romance
Waterworld 	1995	action,adventure
White Man's Burden 	1995	drama
Wild Bill 	1995	western
Farinelli: il castrato 	1994	drama,musical
Heavenly Creatures 	1994	drama,fantasy,thriller
Interview with the Vampire 	1994	drama,horror
Kid in King Arthur's Court, A 	1995	adventure,children,comedy,fantasy,romance,sci_fi
Mary Shelley's Frankenstein 	1994	drama,horror
Quick and the Dead, The 	1995	action,adventure,western
Stephen King's The Langoliers 	1995	horror
Tales from the Hood 	1995	comedy,horror
Village of the Damned 	1995	horror,thriller
Clear and Present Danger 	1994	action,adventure,thriller
Wes Craven's New Nightmare 	1994	horror
Speed 	1994	action,romance,thriller
Wolf 	1994	drama,horror
Wyatt Earp 	1994	western
Another Stakeout 	1993	comedy,thriller
Blown Away 	1994	action,thriller
Body Snatchers 	1993	horror,sci_fi,thriller
Boxing Helena 	1993	mystery,romance,thriller
City Slickers II: The Legend of Curly's Gold 	1994	comedy,western
Cliffhanger 	1993	action,adventure,crime
Coneheads 	1993	comedy,sci_fi
Demolition Man 	1993	action,sci_fi
Fatal Instinct 	1993	comedy
Englishman Who Went Up a Hill, But Came Down a Mountain, The 	1995	comedy,romance
Kalifornia 	1993	drama,thriller
Piano, The 	1993	drama,romance
Romeo Is Bleeding 	1993	crime,thriller
Secret Garden, The 	1993	children,drama
Son in Law 	1993	comedy
Terminal Velocity 	1994	action
Hour of the Pig, The 	1993	drama,mystery
Beauty and the Beast 	1991	animation,children,musical
Wild Bunch, The 	1969	western
Hellraiser: Bloodline 	1996	action,horror,sci_fi
Primal Fear 	1996	drama,thriller
True Crime 	1995	mystery,thriller
Stalingrad 	1993	war
Heavy 	1996	drama,romance
Fan, The 	1996	thriller
Hunchback of Notre Dame, The 	1996	animation,children,musical
Eraser 	1996	action,thriller
Big Squeeze, The 	1996	comedy,drama
Police Story 4: Project S 	1996	action
Daniel Defoe's Robinson Crusoe 	1996	children
For Whom the Bell Tolls 	1943	adventure,war
American in Paris, An 	1951	musical,romance
Rear Window 	1954	mystery,thriller
It Happened One Night 	1934	comedy
Meet Me in St. Louis 	1944	musical
All About Eve 	1950	drama
Rebecca 	1940	romance,thriller
Spellbound 	1945	mystery,romance,thriller
Father of the Bride 	1950	comedy
Gigi 	1958	musical
Laura 	1944	crime,film_noir,mystery
Lost Horizon 	1937	drama
My Man Godfrey 	1936	comedy
Giant 	1956	drama
39 Steps, The 	1935	thriller
Night of the Living Dead 	1968	horror,sci_fi
Blue Angel, The 	1930	drama
Picnic 	1955	drama
Extreme Measures 	1996	drama,thriller
Chamber, The 	1996	drama
Davy Crockett, King of the Wild Frontier 	1955	western
Swiss Family Robinson 	1960	adventure,children
Angels in the Outfield 	1994	children,comedy
Three Caballeros, The 	1945	animation,children,musical
Sword in the Stone, The 	1963	animation,children
So Dear to My Heart 	1949	children,drama
Robin Hood: Prince of Thieves 	1991	drama
Sleepers 	1996	crime,drama
Victor/Victoria 	1982	comedy,musical
Great Race, The 	1965	comedy,musical
Crying Game, The 	1992	action,drama,romance,war
Sophie's Choice 	1982	drama
Christmas Carol, A 	1938	drama
Microcosmos: Le peuple de l'herbe 	1996	documentary
Fog, The 	1980	horror
Escape from New York 	1981	action,adventure,sci_fi,thriller
Howling, The 	1981	comedy,horror
Return of Martin Guerre, The 	1982	drama
Tin Drum, The 	1979	drama
Cook the Thief His Wife & Her Lover, The 	1989	drama
Paths of Glory 	1957	drama,war
Grifters, The 	1990	crime,drama,film_noir
The Innocent 	1994	drama,romance
Thin Blue Line, The 	1988	documentary
Paris Is Burning 	1990	documentary
Once Upon a Time in the West 	1969	western
Ran 	1985	drama,war
Quiet Man, The 	1952	comedy,romance
Once Upon a Time in America 	1984	crime,drama,thriller
Seventh Seal, The 	1957	drama
Glory 	1989	action,drama,war
Rosencrantz and Guildenstern Are Dead 	1990	comedy,drama
Touch of Evil 	1958	crime,film_noir,thriller
Chinatown 	1974	film_noir,mystery,thriller
Stand by Me 	1986	adventure,comedy,drama
M 	1931	crime,film_noir,thriller
Manchurian Candidate, The 	1962	film_noir,thriller
Pump Up the Volume 	1990	drama
Arsenic and Old Lace 	1944	comedy,mystery,thriller
Fried Green Tomatoes 	1991	drama
High Noon 	1952	western
Somewhere in Time 	1980	drama,romance
Being There 	1979	comedy
Paris, Texas 	1984	drama
Alien 3 	1992	action,horror,sci_fi,thriller
Blood For Dracula 	1974	horror
Audrey Rose 	1977	horror
Blood Beach 	1981	action,horror
Body Parts 	1991	horror
Body Snatchers 	1993	horror,sci_fi,thriller
Bride of Frankenstein 	1935	horror
Candyman 	1992	horror
Cape Fear 	1962	film_noir,thriller
Cat People 	1982	horror
Nosferatu 	1922	horror
Crucible, The 	1996	drama
Fire on the Mountain 	1997	documentary
Volcano 	1997	drama,thriller
Conan the Barbarian 	1981	action,adventure
Kull the Conqueror 	1997	action,adventure
Wishmaster 	1997	horror
I Know What You Did Last Summer 	1997	horror,mystery,thriller
Rocket Man 	1997	comedy
In the Line of Fire 	1993	action,thriller
Executive Decision 	1996	action,thriller
Perfect World, A 	1993	action,drama
McHale's Navy 	1997	comedy,war
Leave It to Beaver 	1997	comedy
Jackal, The 	1997	action,thriller
Seven Years in Tibet 	1997	drama,war
Dark City 	1998	film_noir,sci_fi,thriller
American President, The 	1995	comedy,drama,romance
Casino 	1995	drama
Persuasion 	1995	romance
Kicking and Screaming 	1995	comedy,drama
City Hall 	1996	drama,thriller
Basketball Diaries, The 	1995	drama
Browning Version, The 	1994	drama
Little Women 	1994	drama
Miami Rhapsody 	1995	comedy
Wonderful, Horrible Life of Leni Riefenstahl, The 	1993	documentary
Barcelona 	1994	comedy,romance
Widows' Peak 	1994	drama
House of the Spirits, The 	1993	drama,romance
Singin' in the Rain 	1952	musical,romance
Bad Moon 	1996	horror
Enchanted April 	1991	drama
Sex, Lies, and Videotape 	1989	drama
Strictly Ballroom 	1992	comedy,romance
Better Off Dead... 	1985	comedy
Substance of Fire, The 	1996	drama
Tin Men 	1987	comedy,drama
Othello 	1995	drama
Carrington 	1995	drama,romance
